catalog_id,obs_group,filter,target_bp_rp,comp_bp_rp_min,comp_bp_rp_max,presel_in_range,n_comp_used,c1,c1_stderr,stderr_ratio,gate_would_pass_min7,ct_ok,gate_bucket,gate_reason
608000110202916352,Red_240_1,Red,,0.5397787094116211,2.056389808654785,False,0,0.0,,,False,False,a_fit_starved,Filter Red — CT preskočený: málo COMP (0 < 7)
604997206508854656,Red_240_1,Red,0.7044057846069336,0.6187305450439453,1.1647300720214844,True,0,0.0,,,False,False,a_fit_starved,Filter Red — CT preskočený: málo COMP (0 < 7)
604905156769963136,Red_240_1,Red,,0.940786361694336,1.4746809005737305,False,0,0.0,,,False,False,a_fit_starved,Filter Red — CT preskočený: málo COMP (0 < 7)
604917629355042176,Red_240_1,Red,,1.1588373184204102,1.4746809005737305,False,0,0.0,,,False,False,a_fit_starved,Filter Red — CT preskočený: málo COMP (0 < 7)
604921512005266048,Red_240_1,Red,,1.1588373184204102,1.4746809005737305,False,0,0.0,,,False,False,a_fit_starved,Filter Red — CT preskočený: málo COMP (0 < 7)
604920202039656064,Red_240_1,Red,1.234161376953125,0.6863489151000977,1.4746809005737305,True,0,0.0,,,False,False,a_fit_starved,Filter Red — CT preskočený: málo COMP (0 < 7)
604922164840316672,Red_240_1,Red,,0.6946077346801758,1.4746809005737305,False,0,0.0,,,False,False,a_fit_starved,Filter Red — CT preskočený: málo COMP (0 < 7)
604923367432823808,Red_240_1,Red,,1.163644790649414,1.4746809005737305,False,0,0.0,,,False,False,a_fit_starved,Filter Red — CT preskočený: málo COMP (0 < 7)
604918144751101440,Red_240_1,Red,,0.1468229293823242,1.4746809005737305,False,0,0.0,,,False,False,a_fit_starved,Filter Red — CT preskočený: málo COMP (0 < 7)
604713463788946176,Red_240_1,Red,,0.940786361694336,1.4746809005737305,False,0,0.0,,,False,False,a_fit_starved,Filter Red — CT preskočený: málo COMP (0 < 7)
598905667277186304,Red_240_1,Red,,0.5693120956420898,0.734288215637207,False,0,0.0,,,False,False,a_fit_starved,Filter Red — CT preskočený: málo COMP (0 < 7)
598959753800573568,Red_240_1,Red,,0.5693120956420898,0.6946077346801758,False,0,0.0,,,False,False,a_fit_starved,Filter Red — CT preskočený: málo COMP (0 < 7)
604904503934969856,Red_240_1,Red,,1.163644790649414,1.4746809005737305,False,0,0.0,,,False,False,a_fit_starved,Filter Red — CT preskočený: málo COMP (0 < 7)
604904950611554432,Red_240_1,Red,1.1006708145141602,1.163644790649414,1.2186393737792969,True,5,0.5080640971002898,0.6992562029713828,1.3763149314472274,False,False,d_extrapolation,Filter Red — CT preskočený: málo COMP (5 < 7)
604950271106216064,Red_240_1,Red,,0.1468229293823242,1.4746809005737305,False,0,0.0,,,False,False,a_fit_starved,Filter Red — CT preskočený: málo COMP (0 < 7)
604704770775147520,Red_240_1,Red,,0.7440643310546875,1.163644790649414,False,0,0.0,,,False,False,a_fit_starved,Filter Red — CT preskočený: málo COMP (0 < 7)
598955561913661440,Red_240_1,Red,,0.9539957046508788,1.1647300720214844,False,0,0.0,,,False,False,a_fit_starved,Filter Red — CT preskočený: málo COMP (0 < 7)
604924570021956608,Red_240_1,Red,0.968759536743164,0.6863489151000977,1.1647300720214844,True,7,0.1247663431453378,0.0668787070205497,0.536031635892735,False,False,c_stderr,Filter Red — CT nespoľahlivý: stderr/c1=0.54 > 0.50
598694664123868416,Red_240_1,Red,0.6360435485839844,0.5693120956420898,0.734288215637207,True,-1,,,,False,False,b_count,Filter Red — CT preskočený: málo COMP (-1 < 7)
605008682661424384,Red_240_1,Red,,0.5397787094116211,2.056389808654785,False,0,0.0,,,False,False,a_fit_starved,Filter Red — CT preskočený: málo COMP (0 < 7)
604950683423073024,Red_240_1,Red,0.6213474273681641,0.5693120956420898,0.7687158584594727,True,0,0.0,,,False,False,a_fit_starved,Filter Red — CT preskočený: málo COMP (0 < 7)
604917663716360576,Red_240_1,Red,0.7524957656860352,0.6187305450439453,0.7902507781982422,True,6,0.2647387198272219,0.0563262998403868,0.2127618501636155,False,False,b_count,Filter Red — CT preskočený: málo COMP (6 < 7)
604920756091231744,Red_240_1,Red,1.2351999282836914,1.112696647644043,1.1647300720214844,True,0,0.0,,,False,False,a_fit_starved,Filter Red — CT preskočený: málo COMP (0 < 7)
598895398010754432,Red_240_1,Red,,0.5397787094116211,2.056389808654785,False,0,0.0,,,False,False,a_fit_starved,Filter Red — CT preskočený: málo COMP (0 < 7)
604907390153062272,Red_240_1,Red,1.2252473831176758,1.112696647644043,1.1647300720214844,True,6,-0.50177386176037,1.138546340783015,2.2690427452491453,False,False,d_extrapolation,Filter Red — CT preskočený: málo COMP (6 < 7)
598889625574643456,Red_240_1,Red,3.112721443176269,0.8835382461547852,2.648649215698242,False,8,0.1229386854230926,0.063068116519749,0.5130046437596152,False,False,d_extrapolation,Filter Red — CT nespoľahlivý: stderr/c1=0.51 > 0.50
604988891451223936,Red_240_1,Red,2.8723669052124023,0.7737083435058594,1.669590950012207,False,6,-0.155876657946138,0.2163540809732272,1.3879825486634871,False,False,d_extrapolation,Filter Red — CT preskočený: málo COMP (6 < 7)
604900586924769024,Red_240_1,Red,2.8273696899414062,0.8835382461547852,1.1601219177246094,False,6,-0.0606604378253126,0.0801063264007407,1.32056953877299,False,False,d_extrapolation,Filter Red — CT preskočený: málo COMP (6 < 7)
598895363651012352,Red_240_1,Red,2.72762393951416,0.790888786315918,2.29885482788086,False,5,-0.109808031560535,0.3723841280814425,3.3912285175256467,False,False,d_extrapolation,Filter Red — CT preskočený: málo COMP (5 < 7)
604942879467202816,Red_240_1,Red,2.7236928939819336,0.8044052124023438,2.29885482788086,False,5,-0.0344438846320601,0.1044861342110973,3.0335177151836774,False,False,d_extrapolation,Filter Red — CT preskočený: málo COMP (5 < 7)
608000110202916352,Red_60_1,Red,,-0.1020040512084961,2.056389808654785,False,0,0.0,,,False,False,a_fit_starved,Filter Red — CT preskočený: málo COMP (0 < 7)
604997206508854656,Red_60_1,Red,0.7044057846069336,0.3940649032592773,1.2390193939208984,True,-1,,,,False,False,b_count,Filter Red — CT preskočený: málo COMP (-1 < 7)
604917629355042176,Red_60_1,Red,,1.1147232055664062,1.2390193939208984,False,0,0.0,,,False,False,a_fit_starved,Filter Red — CT preskočený: málo COMP (0 < 7)
604920202039656064,Red_60_1,Red,1.234161376953125,1.224043846130371,1.4746809005737305,True,-1,,,,False,False,b_count,Filter Red — CT preskočený: málo COMP (-1 < 7)
604904950611554432,Red_60_1,Red,1.1006708145141602,1.1147232055664062,1.2390193939208984,True,5,0.5080640971002898,0.6992562029713828,1.3763149314472274,False,False,d_extrapolation,Filter Red — CT preskočený: málo COMP (5 < 7)
598692538115255936,Red_60_1,Red,0.3367300033569336,0.1401700973510742,0.753448486328125,True,-1,,,,False,False,b_count,Filter Red — CT preskočený: málo COMP (-1 < 7)
604924570021956608,Red_60_1,Red,0.968759536743164,0.6863489151000977,1.2390193939208984,True,7,0.1247663431453378,0.0668787070205497,0.536031635892735,False,False,c_stderr,Filter Red — CT nespoľahlivý: stderr/c1=0.54 > 0.50
598694664123868416,Red_60_1,Red,0.6360435485839844,0.5397787094116211,0.753448486328125,True,-1,,,,False,False,b_count,Filter Red — CT preskočený: málo COMP (-1 < 7)
605008682661424384,Red_60_1,Red,,-0.1020040512084961,2.056389808654785,False,0,0.0,,,False,False,a_fit_starved,Filter Red — CT preskočený: málo COMP (0 < 7)
604950683423073024,Red_60_1,Red,0.6213474273681641,0.5397787094116211,0.7056503295898438,True,-1,,,,False,False,b_count,Filter Red — CT preskočený: málo COMP (-1 < 7)
604917663716360576,Red_60_1,Red,0.7524957656860352,0.6315431594848633,0.8939476013183594,True,6,0.2647387198272219,0.0563262998403868,0.2127618501636155,False,False,b_count,Filter Red — CT preskočený: málo COMP (6 < 7)
604920756091231744,Red_60_1,Red,1.2351999282836914,1.1147232055664062,1.2390193939208984,True,-1,,,,False,False,b_count,Filter Red — CT preskočený: málo COMP (-1 < 7)
604918591427681024,Red_60_1,Red,0.275639533996582,0.1401700973510742,0.5397787094116211,True,-1,,,,False,False,b_count,Filter Red — CT preskočený: málo COMP (-1 < 7)
598890862525288192,Red_60_1,Red,0.8536605834960938,0.753448486328125,0.8216876983642578,True,-1,,,,False,False,d_extrapolation,Filter Red — CT preskočený: málo COMP (-1 < 7)
604918213472162432,Red_60_1,Red,0.3402280807495117,0.1401700973510742,0.6315431594848633,True,-1,,,,False,False,b_count,Filter Red — CT preskočený: málo COMP (-1 < 7)
604921202767814528,Red_60_1,Red,0.1225605010986328,0.1401700973510742,0.6549739837646484,True,-1,,,,False,False,d_extrapolation,Filter Red — CT preskočený: málo COMP (-1 < 7)
604919480485158784,Red_60_1,Red,1.2251043319702148,1.1147232055664062,1.2390193939208984,True,-1,,,,False,False,b_count,Filter Red — CT preskočený: málo COMP (-1 < 7)
604911268507711232,Red_60_1,Red,0.5827150344848633,0.5397787094116211,0.7056503295898438,True,5,0.564924413051525,0.3185240915456357,0.5638348851399065,False,False,b_count,Filter Red — CT preskočený: málo COMP (5 < 7)
604966076586017024,Red_60_1,Red,1.297348976135254,1.1517343521118164,1.4008808135986328,True,-1,,,,False,False,b_count,Filter Red — CT preskočený: málo COMP (-1 < 7)
604917835513456512,Red_60_1,Red,0.2844295501708984,0.1401700973510742,0.5723867416381836,True,-1,,,,False,False,b_count,Filter Red — CT preskočený: málo COMP (-1 < 7)
604921374566321920,Red_60_1,Red,0.8095426559448242,0.6863489151000977,0.9539957046508788,True,6,-0.0283162849519595,0.2354159690306679,8.313801384258815,False,False,b_count,Filter Red — CT preskočený: málo COMP (6 < 7)
604916873440769152,Red_60_1,Red,1.1992568969726562,1.088292121887207,1.2390193939208984,True,5,0.6032397745509243,0.4299421842457473,0.7127218767459647,False,False,b_count,Filter Red — CT preskočený: málo COMP (5 < 7)
605006964674468352,Red_60_1,Red,,-0.1020040512084961,2.056389808654785,False,0,0.0,,,False,False,a_fit_starved,Filter Red — CT preskočený: málo COMP (0 < 7)
604917728138508160,Red_60_1,Red,1.0594491958618164,0.9539957046508788,1.163644790649414,True,6,0.6286859681802134,0.3835205402788462,0.6100351521904968,False,False,b_count,Filter Red — CT preskočený: málo COMP (6 < 7)
598899211941691648,Red_60_1,Red,0.8536443710327148,0.7047252655029297,0.9539957046508788,True,7,0.2356026735065323,0.1276768366692553,0.5419159076975217,False,False,c_stderr,Filter Red — CT nespoľahlivý: stderr/c1=0.54 > 0.50
598889625574643456,Red_60_1,Red,3.112721443176269,0.6373472213745117,2.648649215698242,False,8,0.1229386854230926,0.063068116519749,0.5130046437596152,False,False,d_extrapolation,Filter Red — CT nespoľahlivý: stderr/c1=0.51 > 0.50
604988891451223936,Red_60_1,Red,2.8723669052124023,0.8348274230957031,2.514643669128418,False,6,-0.155876657946138,0.2163540809732272,1.3879825486634871,False,False,d_extrapolation,Filter Red — CT preskočený: málo COMP (6 < 7)
604900586924769024,Red_60_1,Red,2.8273696899414062,0.7886486053466797,1.972489356994629,False,6,-0.0606604378253126,0.0801063264007407,1.32056953877299,False,False,d_extrapolation,Filter Red — CT preskočený: málo COMP (6 < 7)
598895363651012352,Red_60_1,Red,2.72762393951416,0.6503229141235352,2.648649215698242,False,5,-0.109808031560535,0.3723841280814425,3.3912285175256467,False,False,d_extrapolation,Filter Red — CT preskočený: málo COMP (5 < 7)
604942879467202816,Red_60_1,Red,2.7236928939819336,0.8926897048950195,1.972489356994629,False,5,-0.0344438846320601,0.1044861342110973,3.0335177151836774,False,False,d_extrapolation,Filter Red — CT preskočený: málo COMP (5 < 7)
