vsx_name,catalog_id,vyvar_lc_rms,target_rms_phot,target_rms_sep,target_rms_dao,comp_rms_phot,comp_rms_sep,comp_rms_dao,n_comp,confidence
Gaia DR3 1403477084769297792,1403477084769298688,0.0482113700010886,0.04384633932325749,0.04203424708774702,0.04241024965816323,0.021696956195804785,0.015575461522163879,0.015239598283290502,8,confirmed
Gaia DR3 1424457587693403904,1424457587693403904,0.0488848365146473,0.13351843164537688,0.048303517307174325,0.04527601550356526,0.019956063830359885,0.018021826898107666,0.017669412939050052,8,confirmed
Gaia DR3 1403572016430188160,1403572016430188160,0.0495926333144225,0.05673334782051005,0.052418923632163,0.04858389755910914,0.017697594601558474,0.014819570931732366,0.014502010723214002,8,confirmed
Gaia DR3 1400573820019974016,1400573820019974016,0.0496402427862013,0.0480547535239984,0.0471317783103399,0.04626266833919087,0.020617896895906932,0.017081470033642757,0.016880769366635094,8,confirmed
Gaia DR3 1403364865863539840,1403364865863539840,0.0535088475110164,0.10161577384059681,0.053836703673163816,0.050825455100898226,0.024374071902983165,0.017961344897589607,0.01747368731525123,8,confirmed
Gaia DR3 1403150804693811072,1403150804693811072,0.0548320784874546,0.07550821474784347,0.05834460515327663,0.05173832374087539,0.028418236609113995,0.02044186488235243,0.020644187344632966,8,confirmed
Gaia DR3 1400155490205311104,1400155490205311104,0.0569196039531662,0.1363045807205337,0.05642197310826934,0.053546641887212816,0.036437354110991485,0.01925458005945903,0.019392007625525162,8,confirmed
Gaia DR3 1400231154645531392,1400231154645531392,0.0569295318885772,0.07399625069931302,0.06112324891805266,0.05449485135163553,0.02772928156785545,0.02093785000098613,0.020567596531462503,8,confirmed
CSS_J161519.8+491001,1423425214994245760,0.0594020125053782,0.12128560890925949,0.02904263984178378,0.06957456347803173,0.058609123072682776,0.056457122217294015,0.04450924018824922,8,vyvar_ok_indep_failed
Gaia DR3 1400076084850863104,1400076084850863104,0.0624582041012777,0.18290368353260592,0.05757564888791829,0.05081353154525742,0.03320833351771278,0.022597100755160963,0.0221823430288235,8,confirmed
Gaia DR3 1424618764930181632,1424618764930181632,0.0666248940628217,0.06813268782462076,0.06094120453515477,0.058688185324885955,0.02685731264667812,0.020975847569528912,0.021248571166542423,8,confirmed
Gaia DR3 1403757735112027904,1403757735112027904,0.0668887359194015,0.08187133224141538,0.07707831585813815,0.0645899892397552,0.03289723668780093,0.02481983865636774,0.023219489777195203,8,confirmed
V1023 Her,1403049512185012992,0.0680800059444485,0.10773702335835517,0.06518340185412778,0.06441578797170203,0.033502407416165475,0.015942375462138135,0.017290833694782314,8,confirmed
Gaia DR3 1399478779454418304,1399478779454418304,0.0684299416209675,0.09922911310291224,0.0770696092899047,0.06556324128434927,0.030543253792471727,0.026481965085364382,0.02552310053862024,8,confirmed
Gaia DR3 1403211170458161792,1403211170458161792,0.0691533447285664,0.24420739090489132,0.06899565811864748,0.06813443128990522,0.09434182268725944,0.0597391486890034,0.053467081081724134,8,confirmed
Gaia DR3 1423509774310413440,1423509774310413440,0.0706723491260471,0.07324920930117726,0.08051390590963912,0.06567525498575763,0.03324080401728327,0.02521375691426024,0.0236690196718653,8,confirmed
Gaia DR3 1424312830115526912,1424312830115526912,0.0713850422439416,0.0968169437682947,0.08621673844597028,0.07025228848099076,0.032423171780320836,0.027911024672060684,0.026189236680313383,8,confirmed
Gaia DR3 1404049036974475392,1404049036974475392,0.073461855331107,0.22636087105278238,0.08248644371575999,0.06614311216667552,0.12406482742065386,0.07003694556103435,0.06318346141662336,4,confirmed
Gaia DR3 1423489295906404864,1423489295906404864,0.0738679192067779,0.0757203984432891,0.07258151490602054,0.06900948034983367,0.04134825005640302,0.03605928506185031,0.031587643970635626,8,confirmed
Gaia DR3 1403668674670840192,1403668674670840192,0.0752465649634374,0.08520596358244027,0.0799292717804408,0.07591535575411054,0.045392762630183686,0.02923417710237855,0.028671286844021683,8,confirmed
Gaia DR3 1400397902455707776,1400397902455707776,0.0755005434334914,0.09717778321687917,0.07997736701019406,0.07555029265282075,0.027207022436812812,0.01973338743140492,0.01938442999336424,8,confirmed
Gaia DR3 1404643971548728576,1404643971548728576,0.0757532717386703,0.08067267186974204,0.0723320588380476,0.06557414823520262,0.04011277593134897,0.03091663847951271,0.028932869283003655,8,confirmed
Gaia DR3 1424411202046618880,1424411202046618880,0.0799569548637837,0.10584402926879956,0.08121500265819434,0.07557090944984114,0.04622302265045708,0.05361364518820908,0.03859380438268957,5,confirmed
Gaia DR3 1399975689990591872,1399975689990591872,0.0803996630956507,0.30510354725487115,0.07663858228703928,0.07482018258051464,0.07209499819951976,0.035315779710791015,0.03470725254690399,7,confirmed
Gaia DR3 1423642609059388672,1423642609059388672,0.0829195427979517,0.12322227434419016,0.08221383792196953,0.07449251278910345,0.029409554604469652,0.02510161207524214,0.025750102746946793,8,confirmed
Gaia DR3 1400464281174584320,1400464281174584320,0.0830134527549623,0.11031538902111182,0.08843758915480801,0.07653075146014968,0.043903393670214085,0.031236984923097615,0.028306552552358928,8,confirmed
V1153 Her,1403581469654926976,0.0868442694602143,0.09802044947126493,0.0918193706197473,0.09203928447927553,0.01912432386734139,0.015147246820859899,0.014906045408120544,8,confirmed
Gaia DR3 1402913550700324224,1402913550700324224,0.087544034054232,0.6057560013042814,0.2767534962972962,0.0807964806021296,0.06677882050350466,0.031184169197361868,0.02938353876150137,8,vyvar_ok_indep_failed
Gaia DR3 1423581448724987264,1423581448724987264,0.0896185225497259,0.11785298146339378,0.10184719335501573,0.08762795646180807,0.05296924357254462,0.042917227705009685,0.03730822757375293,7,confirmed
Gaia DR3 1424734046148100992,1424734046148100992,0.0914959268675945,,,0.08833396528057526,0.05877026505044997,0.042861491310360204,0.039393436652616236,8,vyvar_ok_indep_failed
Gaia DR3 1424284002294967424,1424284002294967424,0.0927788497733118,0.11758711935878238,0.1075747737796598,0.09121250227865897,0.04700895002682162,0.04012630355899869,0.03448153937334382,8,confirmed
Gaia DR3 1424599940089744768,1424599940089744768,0.0931427343398752,0.1742323225383752,0.1090548733116465,0.09051269529965753,0.04547304467167802,0.0368414614512713,0.034289230349743766,8,confirmed
Gaia DR3 1399187099635410432,1399187099635410432,0.0945155305936435,,,0.07719310902439692,0.051796131383618896,0.03265396199553621,0.030266800677326358,8,vyvar_ok_indep_failed
Gaia DR3 1399965828746056704,1399965828746056704,0.0959981456598356,0.5937727108180302,0.10535389089990845,0.09205264673124351,0.05483915074394602,0.03979847248457893,0.03679353603202741,8,confirmed
Gaia DR3 1404114487979918336,1404114487979918336,0.0970052785432662,0.23154541722678756,0.10835059665471092,0.0937703299081006,0.14081122986345385,0.046556878046326786,0.04416547674649046,3,confirmed
Gaia DR3 1403235810686680576,1403235810686680576,0.0997540367938118,0.3902807336639698,0.11780639280990239,0.09416512203497761,0.07411045625075818,0.05580146053592326,0.0349929071564936,8,confirmed
Gaia DR3 1399344329798455552,1399344329798455552,0.1044920766091028,0.19146714004610035,0.11507381594889064,0.10407349563514973,0.04855428038517026,0.043638824990493284,0.03966986735936605,8,confirmed
Gaia DR3 1400032830235584128,1400032830235584128,0.1062926029453641,0.2240811290200717,0.12035638864128151,0.10576781007979265,0.048361194957472854,0.029826157751943708,0.02728772724122518,8,confirmed
Gaia DR3 1403429015495148160,1403429015495148160,0.1072660058642931,0.1404488991242126,0.10821157169480555,0.1057742818746884,0.06829198805875114,0.04525209312318604,0.042352789795661906,6,confirmed
V1142 Her,1403098680970674944,0.1075048704220762,0.22789993554457705,0.09719487650179369,0.09966849761904564,0.0848874135495708,0.03465540588597947,0.03166362850155366,8,confirmed
ASASSN-V J160105.91+520038.8,1403947744465714304,0.1086187706769377,0.1239372237243636,0.11453863924698221,0.10001421696278129,0.044819481759815955,0.03997849879647049,0.03553541716665041,8,confirmed
Gaia DR3 1403104144169094656,1403104144169094656,0.1105891511331577,0.2563360070791753,0.13445290777846527,0.11324175607417765,0.04729623194461082,0.04021442987474762,0.03672272365414145,8,confirmed
Gaia DR3 1400206209475391872,1400206209475391872,0.1134546662818546,0.15182600553889314,0.12473492086404633,0.09236140249751072,0.037401287166881646,0.033644864911363655,0.029782398860146136,8,confirmed
Gaia DR3 1427650328942531584,1427650328942531584,0.1167812352637887,0.20325375259782555,0.11524943856958418,0.10958107368932908,0.07690009307281485,0.06634475869573617,0.054828570606164015,8,confirmed
Gaia DR3 1403368331902102784,1403368267477646976,0.1175321434922073,0.3667603102664602,0.1412464001587237,0.11528354127889064,0.04604735234530426,0.038876106748488376,0.03506077638417404,8,confirmed
V1151 Her,1400153329838590080,0.1182536643772719,0.21916995997170155,0.1057748203821562,0.11833415982803573,0.03990206491859072,0.02472184549329049,0.023341670736149518,8,confirmed
Gaia DR3 1424347533451238528,1424347533451238528,0.1199919710394965,0.16559899568043818,0.13577437873874193,0.11516229145134366,0.07260999091725388,0.052377822836815004,0.04496011649879628,8,confirmed
Gaia DR3 1424646944211894272,1424646944211894272,0.1221293560001155,0.1553687134395818,0.15176532984680927,0.12241904732195334,0.046961901827315494,0.03871693367812297,0.03644762994998187,8,confirmed
Gaia DR3 1404179363461795328,1404179363461795328,0.1233408475270486,0.1848828152490203,0.12493719586099276,0.11615318139558523,0.06793011260813729,0.03288607181869426,0.0357928697607051,8,confirmed
Gaia DR3 1403281028102434048,1403281302980341504,0.1246099109072976,0.2459780206066983,0.15231460975472422,0.11939097698254676,0.06384600859230374,0.03666062709691727,0.047352345540614765,8,confirmed
Gaia DR3 1399484964207321344,1399484964207321344,0.125529822618416,0.15960241239739406,0.11845013726557288,0.1037983699832956,0.05290980307420181,0.044431044465545334,0.03976550899465407,8,confirmed
Gaia DR3 1399954352593040512,1399954352593040512,0.128650609559174,0.8123888568949327,0.932501364602307,0.12691784308835277,0.06161976689810886,0.04676316892537538,0.04345801598987287,8,vyvar_ok_indep_failed
Gaia DR3 1403309031288657536,1403309031288657024,0.1325147397251169,0.3815188795813448,0.1304266383543915,0.1338607401858663,0.07354767253199028,0.04039005492704697,0.03666641776800358,8,confirmed
V0345 Dra,1403765672211652352,0.1355799640017483,0.14179635764507742,0.14197206724524675,0.13083078378182486,0.04570794322752739,0.04014385924033008,0.03660805608945955,8,confirmed
HAT-149-0001062,1400064922231603968,0.1415848322981523,,,0.13160096478504685,0.023376142054012866,0.01870244337005541,0.018518289233459013,8,vyvar_ok_indep_failed
Gaia DR3 1424471125430422016,1424471125430422016,0.1447229603216985,0.37778443949293133,0.15181515097373185,0.14663963755398354,0.04868267792788619,0.0454045635745647,0.041757892218068624,4,confirmed
Gaia DR3 1399392570870712448,1399392570870712448,0.1493673824733443,0.1695067289191551,0.1432646757742414,0.13046732884061982,0.07863625818500805,0.05598666192614258,0.04854045567592677,8,confirmed
Gaia DR3 1424491908776632448,1424491908776632448,0.1510826743886602,0.2757444291450495,0.15944684175342758,0.1477644216603502,0.06500139463238165,0.05580164859566246,0.04807719558692125,8,confirmed
Gaia DR3 1423182772680344832,1423182772680344832,0.1514404870941261,0.1368079754117101,0.0853189972219506,0.15105717253068413,0.06827605408081623,0.0529561446452767,0.05160203456680246,8,vyvar_ok_indep_failed
Gaia DR3 1400525583243731456,1400525583243731456,0.1536862839155817,0.19485307557642106,0.1912559298294956,0.14649097890754031,0.055642097677814716,0.04534714307285623,0.04294895491246689,8,confirmed
V1138 Her,1403186504462105216,0.15389039197039,0.6672793705385222,0.6614034547122667,0.15163344294614817,0.058809792611362294,0.04729526028703759,0.04518633433791737,8,vyvar_ok_indep_failed
V0349 Dra,1427685753832960256,0.1552231731888156,0.16369465033039576,0.1588956478848804,0.15771011750600952,0.012269822043838918,0.009961454966733625,0.009979313700937326,8,confirmed
Gaia DR3 1399491286399194752,1399491286399194752,0.1599583374394343,0.2030037639796675,0.27631477604087945,0.15277338401537705,0.06623672878995644,0.04321860688276373,0.04083177116371541,8,vyvar_ok_indep_failed
V1021 Her,1403051779927725952,0.1644914439585689,0.25275909707416455,0.1209869824023878,0.11571625799733293,0.05796246967489739,0.039200544196881806,0.031936189004631355,8,confirmed
Gaia DR3 1423300008107885440,1423300008107885440,0.1692341736907342,,,0.163313209232053,0.06203605685494777,0.044174108830412076,0.047190076709450725,8,vyvar_ok_indep_failed
V0842 Her,1400549875578714240,0.169607932899633,0.17091597409930057,0.17059328263876802,0.17125644365846587,0.014310975949974792,0.010474807784341612,0.010356658421738038,8,confirmed
Gaia DR3 1403259003510067456,1403259003510067456,0.1753976823829463,0.18964174463006483,0.15448169903797632,0.15377257131339553,0.06066887829085797,0.025751616732162842,0.033201327622535345,8,confirmed
Gaia DR3 1400258161399883904,1400258195759622144,0.1788908718517898,0.2143349007903,0.16690126088983817,0.14150604400449518,0.08879708253113593,0.06370072498575613,0.05624377456457852,8,confirmed
Gaia DR3 1400344610501436672,1400344610501436672,0.1806707461045185,0.5384777447872915,0.26625934504885035,0.16576391083770764,0.05575150534706903,0.04260233604643664,0.03976964579947838,8,vyvar_ok_indep_failed
Gaia DR3 1423428410449882624,1423428410449882624,0.1809496770450567,0.1952503210091348,0.1856745399092081,0.16309608701493214,0.06558567762263078,0.05146991647275123,0.043472994704974344,8,confirmed
V0351 Dra,1424482154906384640,0.1827602299071669,0.26096301297601593,0.1810648796305995,0.16305545231594926,0.04533977867703097,0.04055712214780811,0.034960032596815696,8,confirmed
Gaia DR3 1400511495750950400,1400511495750950400,0.1868798941746411,0.2461893751177578,0.208073260416089,0.1860756052748187,0.05136497732150268,0.042342367525196295,0.03745907956103062,8,confirmed
Gaia DR3 1423537640058297344,1423537640058297344,0.1960324703371851,0.2664763853575423,0.20657145517240108,0.19462548299268015,0.07156588425420446,0.05758974333563038,0.05061464127102301,8,confirmed
Gaia DR3 1423163015830766720,1423163015830766720,0.2041734549615162,0.2541402560986506,0.1964752075087651,0.20145648434746535,0.07370315205690914,0.06637176970986637,0.05477466000487036,8,confirmed
Gaia DR3 1403639434533512704,1403639434533512704,0.2063221043104015,0.18898894952235656,0.20003819530572978,0.18504151792873158,0.06997559758593773,0.052794824572378024,0.0480283052405196,8,confirmed
Gaia DR3 1424264142366125696,1424264142366125696,0.212713044304799,0.22799247663961475,0.18378371466039667,0.15475161460970369,0.05393528605990487,0.0479014198338105,0.03808192467074326,8,confirmed
Gaia DR3 1424418967347483520,1424418967347483520,0.2222134332317247,0.3307620292933173,0.2032839143655192,0.21435047279061176,0.06916718854399757,0.053896084910620264,0.05628290857387966,8,confirmed
NSVS 5211418,1403694616273341952,0.2252665658415498,0.21814802078695894,0.1990725310320815,0.2259787297775039,0.0459947684466057,0.04074071128513161,0.03797275104843667,8,confirmed
NSVS 5207107,1403138125950318208,0.2254716593936573,0.22847686149731547,0.21877879268422581,0.22399662363880454,0.017572131089332428,0.014423446792952236,0.014193944274416507,8,confirmed
ZTF J160002.69+500228.7,1403454338622466176,0.2340834285496824,0.3688240848373569,0.20868545119995716,0.17634908130083685,0.09345784808354,0.06720720771784264,0.05995379408069826,8,confirmed
Gaia DR3 1403131563240276224,1403131563240276224,0.2728378269357997,0.27267524286593836,0.29152096704360414,0.17767232981991465,0.06361743636884111,0.04332187222242716,0.038543241581917485,8,confirmed
Gaia DR3 1399990052361255040,1399990052361255040,0.3188160270504154,0.7168460263090597,1.0034881612654774,0.3037644272444105,0.15026927547817073,0.15316139470086532,0.07024884081976836,7,vyvar_ok_indep_failed
Gaia DR3 1411137347920211840,1411137347920211840,0.3194810048709105,0.28749591576831474,0.3116563268480716,0.24671501545765323,0.09702522684717091,0.06487762169016315,0.08063066483124295,4,confirmed
Gaia DR3 1423522384334519296,1423522384334519296,0.3336548392626282,0.23695656237709986,0.22975268244289684,0.2831248699727404,0.07172812718646353,0.06457655633878191,0.05524077466863979,8,vyvar_ok_indep_failed
CSS_J160915.8+500223,1400325128529018880,0.3495843736112387,0.326153808990325,0.29869274246263955,0.2766575587512481,0.054866587910491496,0.05302178155347832,0.052848064850547556,8,confirmed
Gaia DR3 1399363365093103488,1399363365093103488,0.3502307503552571,0.46570809255869955,0.4676073245411508,0.33380184113542,0.050485951155961474,0.04270626662720542,0.038275327009060056,8,confirmed
V1137 Her,1403239590257905920,0.3528297511261507,0.6722094631536424,0.8443268718891803,0.300616761774576,0.061455581219765375,0.02808216025546043,0.037801212108372936,8,vyvar_ok_indep_failed
Gaia DR3 1400524518091844864,1400524518091844864,0.3634602193722942,0.26531586329533385,0.2330563793639079,0.2414635457597126,0.10631660352213258,0.08196564632152702,0.06516721897252223,8,review
Gaia DR3 1403010994918399232,1403010994918399232,0.3720541715127994,0.6834303819998604,1.3231846019976046,0.32780103622273854,0.15339606730584168,0.09787126362772278,0.09049037868928302,3,vyvar_ok_indep_failed
V1149 Her,1400474455952839168,0.4285669415793034,0.4280009644599444,0.3643840888602343,0.42059801116182827,0.06001012927722367,0.049441072486439766,0.047345821145479305,8,confirmed
Gaia DR3 1423191190816267648,1423191190816267648,0.4531375288404026,0.4033652346032365,0.32864088164908445,0.3684755640440778,0.09176872227569167,0.08452542023442054,0.06721559618551927,8,confirmed
Gaia DR3 1400075917347892352,1400075917347892352,0.4634111026597822,,,0.34842365329540415,0.13418003921267946,0.09056802809293016,0.0644846076344965,8,vyvar_ok_indep_failed
V1164 Her,1423484245024859008,0.4767993764718548,0.41648013015208574,0.3349826732762553,0.36723095672931194,0.08683693744534642,0.07870369814787748,0.07606635714354543,6,confirmed
Gaia DR3 1424285239245553280,1424285239245553280,0.5960103124940408,0.33753985127157965,0.3494948261333818,0.3429328169668007,,,0.043742092162482885,3,no_independent
Gaia DR3 1400580112148616320,1400580112148616320,0.6478957840147836,0.49215290375191867,0.3536001001861466,0.4614309355512839,0.058276202954405665,0.04043992128676432,0.03989352953036769,8,vyvar_ok_indep_failed
Gaia DR3 1403156164813074304,1403156164813074304,0.6718376992341939,0.8465426102114464,1.2423309046728626,0.5693778398717829,0.10800328377587806,0.08248388050336011,0.06272638945839958,8,vyvar_ok_indep_failed
GSC 03493-00009,1400054786108409088,0.9151270665245498,0.2765401614897602,0.1417700336152982,0.7777951807138608,0.09601820096166624,0.05187207564814478,0.0474068617144217,5,vyvar_ok_indep_failed
Gaia DR3 1403191486624135680,1403191486624135680,0.99308613950874,0.7313031263815712,1.1271833935563307,0.7674110370819572,0.26217067113720793,0.14550848607610312,0.07985269582304816,8,confirmed
Gaia DR3 1402968560641435008,1402968560641435008,1.1633490391902617,1.0143670789949693,1.2645744552711593,1.0592674213289897,0.09016897557873277,0.05766333230635951,0.06605241272308654,8,confirmed
Gaia DR3 1400345538214373760,1400345538214373760,1.173873856663424,0.4238936790337193,0.5569021894403249,1.1449731103558742,0.09464738671862967,0.07533096144315349,0.06558441371664864,8,vyvar_ok_indep_failed
Gaia DR3 1400393671911675392,1400393671911675392,1.1936188585088114,0.4634233278748727,0.42657214154716244,1.0180992238916928,0.04821583380559656,0.03233379004911318,0.03036905739540663,8,vyvar_ok_indep_failed
Gaia DR3 1399908963378727296,1399908963378727296,1.218945901601404,0.7410976832200661,0.9304150801828793,0.9247023039315913,0.3098655307886551,0.1399863129332414,0.07262584638516123,8,confirmed
Gaia DR3 1403013228301246848,1403013228301246848,1.2216712845873057,0.647318662608231,0.6331041753447868,0.9999467513523239,0.05950274490043861,0.03932661714083186,0.0400617268011898,8,vyvar_ok_indep_failed
Gaia DR3 1403257319882934912,1403257319882934912,1.2349731391994343,1.1315656436591612,2.346338246557138,1.270448311699341,0.14089970479864516,0.08093847636325387,0.07405440574458379,3,vyvar_ok_indep_failed
Gaia DR3 1399432634325688832,1399432634325688832,,0.4159981672246527,0.36930351150368135,0.8578225760752205,0.11533506516133009,0.09351988473318337,0.0721931105947744,4,no_vyvar_rms
Romania V1,1403076622018971264,,0.025337169717971682,0.02660675225609411,0.038617646282789256,0.014180695495259675,0.005061906784614762,0.030179807557045673,7,no_vyvar_rms
HD 143776,1403439495215489024,,0.01485987729018741,0.012252899077033459,0.013144214549582874,0.0066901056880813,0.0054240945114396085,0.006402485514741886,6,no_vyvar_rms
