frame,mjd,source_id,flux_net,flux_net_small,bkg
proc_V842_Her_Light_001.fits,61160.8951534838,1403662180680268800,130408.09385797934,100220.64837017732,3888.93359375
proc_V842_Her_Light_001.fits,61160.8951534838,1423355224207469056,111378.49151278695,78496.34198268538,4027.6866455078125
proc_V842_Her_Light_001.fits,61160.8951534838,1400102374346895104,130526.16335675278,91065.6963792787,4099.892578125
proc_V842_Her_Light_001.fits,61160.8951534838,1403769279984127232,130969.04876986437,104065.82832803372,3856.4443359375
proc_V842_Her_Light_001.fits,61160.8951534838,1400177828331973248,97811.94741680304,59994.85870170078,4054.0572509765625
proc_V842_Her_Light_001.fits,61160.8951534838,1423515237508852224,105345.96646173653,77175.42349529224,4001.943115234375
proc_V842_Her_Light_001.fits,61160.8951534838,1400032933314797696,113572.46310860803,61458.71907906403,4055.509521484375
proc_V842_Her_Light_001.fits,61160.8951534838,1403434169455908736,100768.50855007843,71178.23197357508,3841.2080078125
proc_V842_Her_Light_001.fits,61160.8951534838,1403200110918461312,107579.17928272102,36683.25192650591,3997.64453125
proc_V842_Her_Light_001.fits,61160.8951534838,1399950195064735872,115934.54712587636,38892.60684581907,4107.739501953125
proc_V842_Her_Light_001.fits,61160.8951534838,1400076638902395264,69430.53004697984,23758.04340732243,4158.09716796875
proc_V842_Her_Light_001.fits,61160.8951534838,1399422292044520832,92798.78282447136,64183.61564179383,4054.855224609375
proc_V842_Her_Light_001.fits,61160.8951534838,1403675443539643392,116099.62425919127,87765.77286681042,3876.2120361328125
proc_V842_Her_Light_001.fits,61160.8951534838,1423272520317084160,98697.33636852913,72933.38287597572,4037.05615234375
proc_V842_Her_Light_001.fits,61160.8951534838,1424430031183268736,106363.27300320781,68830.21654700687,3927.983154296875
proc_V842_Her_Light_001.fits,61160.8951534838,1404430808027972352,82561.02641693503,43331.28638416686,3798.6861572265625
proc_V842_Her_Light_001.fits,61160.8951534838,1424315578894597760,107471.94847225852,80833.48558658248,3963.8662109375
proc_V842_Her_Light_001.fits,61160.8951534838,1404111709137290240,25079.335690158478,8136.670867949113,3902.3935546875
proc_V842_Her_Light_001.fits,61160.8951534838,1403499521678894080,93277.43183383107,68025.31665252047,3925.53955078125
proc_V842_Her_Light_001.fits,61160.8951534838,1403209181889419520,84953.64174211776,30507.288928215392,3968.40625
proc_V842_Her_Light_001.fits,61160.8951534838,1404041649630719872,101618.86785090779,41119.25121003021,3892.497802734375
proc_V842_Her_Light_001.fits,61160.8951534838,1423632816533853952,114157.53289239196,89490.92196411287,3978.355224609375
proc_V842_Her_Light_001.fits,61160.8951534838,1403215538441009152,95771.57783227362,23880.04462223423,3976.47216796875
proc_V842_Her_Light_001.fits,61160.8951534838,1403905344548484352,98361.93921008019,71577.72810186878,3844.87890625
proc_V842_Her_Light_001.fits,61160.8951534838,1399190707407939328,89366.65502772463,64626.72430870557,4124.800048828125
proc_V842_Her_Light_001.fits,61160.8951534838,1403302601722389632,102456.4794318903,42709.714079823665,3965.924072265625
proc_V842_Her_Light_001.fits,61160.8951534838,1424706901954771840,98898.48118452105,64209.80602067833,3895.2877197265625
proc_V842_Her_Light_001.fits,61160.8951534838,1424310562372790784,77820.11326524307,50768.57726487474,3969.19580078125
proc_V842_Her_Light_001.fits,61160.8951534838,1400162022852360576,85742.37195178657,50301.340135466045,4063.54150390625
proc_V842_Her_Light_001.fits,61160.8951534838,1404146240673982464,85871.89737821714,52943.79041027243,3880.27490234375
proc_V842_Her_Light_001.fits,61160.8951534838,1403729147809641600,83049.80906778545,58904.38769723613,3879.9310302734375
proc_V842_Her_Light_001.fits,61160.8951534838,1404608585313724800,100439.89915247302,78076.58646379258,3812.6722412109375
