frame,mjd,source_id,flux_sep_small,flux_sep_big
proc_V842_Her_Light_007.fits,61160.90355625,1403838721015384320,14341.505664062503,18628.870390625005
proc_V842_Her_Light_007.fits,61160.90355625,1403205574116883840,14815.033408203126,19304.77483398438
proc_V842_Her_Light_007.fits,61160.90355625,1403067581111308032,13953.65220703125,18118.43084960938
proc_V842_Her_Light_007.fits,61160.90355625,1403443064332829440,15051.142744140627,18444.493017578123
proc_V842_Her_Light_007.fits,61160.90355625,1400157934043863808,12393.146083984375,16768.830234374993
proc_V842_Her_Light_007.fits,61160.90355625,1400038357857223808,13066.575517578127,15791.669511718746
proc_V842_Her_Light_007.fits,61160.90355625,1404256982110853120,14551.078457031253,19150.09096679688
proc_V842_Her_Light_007.fits,61160.90355625,1400451194409951744,12406.919951171878,16726.85115234375
proc_V842_Her_Light_007.fits,61160.90355625,1423539873441307392,13972.029716796877,18613.65796875
proc_V842_Her_Light_007.fits,61160.90355625,1423199780750846080,14441.885644531249,17261.4582421875
proc_V842_Her_Light_007.fits,61160.90355625,1399474450127371264,15204.003144531249,18115.90534179688
proc_V842_Her_Light_007.fits,61160.90355625,1399401951079371776,13615.813496093753,17518.533017578127
proc_V842_Her_Light_007.fits,61160.90355625,1424502873828631040,14546.869951171873,18074.791787109378
proc_V842_Her_Light_007.fits,61160.90355625,1424335060866218880,12261.884345703127,16108.570429687503
proc_V842_Her_Light_007.fits,61160.90355625,1402898015802901888,140.4939746093753,10864.82745117188
proc_V842_Her_Light_007.fits,61160.90355625,1403348441908630144,13450.61224609375,17186.524042968744
proc_V842_Her_Light_007.fits,61160.90355625,1399961529482237824,16868.366171875005,19571.861982421884
proc_V842_Her_Light_007.fits,61160.90355625,1403159222829950976,12729.645771484375,15695.848974609376
proc_V842_Her_Light_007.fits,61160.90355625,1400252217165140480,10955.707431640627,15423.351669921878
proc_V842_Her_Light_007.fits,61160.90355625,1403404929318555648,13340.262226562501,16988.91790039063
proc_V842_Her_Light_007.fits,61160.90355625,1404461800512051712,12132.444599609376,15870.003115234373
proc_V842_Her_Light_007.fits,61160.90355625,1403687160210094976,12268.519306640626,16893.49678710938
proc_V842_Her_Light_007.fits,61160.90355625,1399931881324155648,13929.162822265624,17902.758583984374
proc_V842_Her_Light_007.fits,61160.90355625,1403585283585758848,11795.024609375003,16451.443720703126
proc_V842_Her_Light_007.fits,61160.90355625,1403617852321794176,10969.80806640625,14425.69734375
proc_V842_Her_Light_007.fits,61160.90355625,1399767882293422336,14319.12887695313,17173.69768554688
proc_V842_Her_Light_007.fits,61160.90355625,1403147020826349440,14139.5583984375,17702.881240234372
proc_V842_Her_Light_007.fits,61160.90355625,1403059201631230080,13878.40357421875,17273.359853515627
proc_V842_Her_Light_007.fits,61160.90355625,1403460076698785152,11073.920195312501,14257.391874999998
proc_V842_Her_Light_007.fits,61160.90355625,1403006047116059776,13989.226572265628,17244.735615234375
proc_V842_Her_Light_007.fits,61160.90355625,1423529286346061440,14827.108427734376,19268.1598046875
proc_V842_Her_Light_007.fits,61160.90355625,1403827210503048064,11834.600634765622,15148.243398437497
proc_V842_Her_Light_007.fits,61160.90355625,1400014344696299776,10463.136455078127,14272.775107421878
proc_V842_Her_Light_007.fits,61160.90355625,1423361885701099648,11434.717373046875,15000.850078125006
proc_V842_Her_Light_007.fits,61160.90355625,1424645672901563520,12662.526660156249,15423.81685546875
proc_V842_Her_Light_007.fits,61160.90355625,1403046415512475520,13339.629628906252,16260.624726562502
proc_V842_Her_Light_007.fits,61160.90355625,1424727998834150656,12839.213007812501,15706.543623046873
proc_V842_Her_Light_007.fits,61160.90355625,1424637113030459648,11858.338662109372,15644.645878906247
proc_V842_Her_Light_007.fits,61160.90355625,1402926671824347520,10808.561113281248,14602.245742187497
proc_V842_Her_Light_007.fits,61160.90355625,1399446889321227648,12563.008681640627,15472.554365234375
proc_V842_Her_Light_007.fits,61160.90355625,1403632184627165440,11301.824726562501,15544.35796875
proc_V842_Her_Light_007.fits,61160.90355625,1403293706845331968,11640.815400390627,14681.277568359374
proc_V842_Her_Light_007.fits,61160.90355625,1424558089928336896,10045.295449218753,14161.324013671874
proc_V842_Her_Light_007.fits,61160.90355625,1403912285215647616,17282.825908203125,46988.10244140627
proc_V842_Her_Light_007.fits,61160.90355625,1400053063825228160,10574.113847656252,13306.936484374999
proc_V842_Her_Light_007.fits,61160.90355625,1403155061005418624,10653.774248046875,14035.4642578125
proc_V842_Her_Light_007.fits,61160.90355625,1400572827883961728,10834.123603515625,14007.5353515625
proc_V842_Her_Light_007.fits,61160.90355625,1402999381326834304,10993.647792968752,14309.079169921875
proc_V842_Her_Light_007.fits,61160.90355625,1424432848681784704,11813.475615234374,14235.74662109375
proc_V842_Her_Light_007.fits,61160.90355625,1399949851467346432,11606.819873046874,14484.71295898438
proc_V842_Her_Light_007.fits,61160.90355625,1400419274212936320,11098.165175781249,14503.566435546873
proc_V842_Her_Light_007.fits,61160.90355625,1400038121635296896,9670.926132812498,13904.225292968755
proc_V842_Her_Light_007.fits,61160.90355625,1423366906518527104,11926.700566406249,15076.352509765627
proc_V842_Her_Light_007.fits,61160.90355625,1403049512185012992,10339.083720703127,14669.22759765625
proc_V842_Her_Light_007.fits,61160.90355625,1402941931844190720,148.75104492187518,6703.190097656252
proc_V842_Her_Light_007.fits,61160.90355625,1404326796803982720,10594.0466015625,12663.305126953126
proc_V842_Her_Light_007.fits,61160.90355625,1403433447901404928,11182.75033203125,13434.048222656247
proc_V842_Her_Light_007.fits,61160.90355625,1403221345236894208,7685.918779296876,10251.550361328129
proc_V842_Her_Light_007.fits,61160.90355625,1400343781572357376,11413.763476562499,14281.096298828126
proc_V842_Her_Light_007.fits,61160.90355625,1404501206835188736,9553.773681640625,14107.433544921876
proc_V842_Her_Light_007.fits,61160.90355625,1400011419822331136,10252.418261718749,13584.422275390625
proc_V842_Her_Light_007.fits,61160.90355625,1404448194055629824,9002.796035156249,13147.614423828125
proc_V842_Her_Light_007.fits,61160.90355625,1404570235549916928,9507.910166015623,12716.493740234373
proc_V842_Her_Light_007.fits,61160.90355625,1402965983661065344,666.8370117187505,10155.475097656252
proc_V842_Her_Light_007.fits,61160.90355625,1400164118796369664,10939.8133203125,14058.31806640625
proc_V842_Her_Light_007.fits,61160.90355625,1424411300830199424,9540.090781250003,11837.135908203129
proc_V842_Her_Light_007.fits,61160.90355625,1423267224621154688,11804.788603515624,13884.399257812502
proc_V842_Her_Light_007.fits,61160.90355625,1404153181341169664,9691.91783203125,12318.271728515623
proc_V842_Her_Light_007.fits,61160.90355625,1403524325114132352,9639.461015625002,11110.611982421875
proc_V842_Her_Light_007.fits,61160.90355625,1403486087020744192,10385.099863281248,12945.909326171874
proc_V842_Her_Light_007.fits,61160.90355625,1400426760340511744,8667.859736328126,10483.609423828126
proc_V842_Her_Light_007.fits,61160.90355625,1399197063959562624,10758.520791015628,13128.216826171873
proc_V842_Her_Light_007.fits,61160.90355625,1423648514638465664,8606.521191406251,11600.874951171872
proc_V842_Her_Light_007.fits,61160.90355625,1423493586577904384,12099.930068359377,13897.013144531249
proc_V842_Her_Light_007.fits,61160.90355625,1400578669039571200,10386.10646484375,13195.588330078124
proc_V842_Her_Light_007.fits,61160.90355625,1403210998659469312,11137.949062500003,14673.56671875
proc_V842_Her_Light_007.fits,61160.90355625,1399370129665720192,10774.443925781252,13025.466816406248
proc_V842_Her_Light_007.fits,61160.90355625,1400585090014157696,10254.723027343753,13812.885224609376
proc_V842_Her_Light_007.fits,61160.90355625,1424667938012048896,10376.46802734375,12928.251201171877
proc_V842_Her_Light_007.fits,61160.90355625,1403745533109559680,9081.888515624998,11054.9016015625
proc_V842_Her_Light_007.fits,61160.90355625,1403825007183796736,9034.031015625003,12111.922363281248
proc_V842_Her_Light_007.fits,61160.90355625,1402959661469203328,10379.778867187502,13309.956865234375
proc_V842_Her_Light_007.fits,61160.90355625,1403901629400693376,9614.401249999999,13120.911855468747
proc_V842_Her_Light_007.fits,61160.90355625,1424447309835837440,10114.15912109375,13320.4341015625
proc_V842_Her_Light_007.fits,61160.90355625,1400205762798801536,10037.615351562503,12714.180097656248
proc_V842_Her_Light_007.fits,61160.90355625,1403309855922377984,10347.675703125,12884.028984374996
proc_V842_Her_Light_007.fits,61160.90355625,1427719254577749248,10009.964687499998,13110.17505859375
proc_V842_Her_Light_007.fits,61160.90355625,1403876448008936704,8160.9710546875,10341.652880859378
proc_V842_Her_Light_007.fits,61160.90355625,1400171982879725056,10133.29974609375,12260.329384765622
proc_V842_Her_Light_007.fits,61160.90355625,1423444830108781184,9214.422958984374,11439.464248046874
proc_V842_Her_Light_007.fits,61160.90355625,1424759163116908032,9451.819951171874,12088.945224609375
proc_V842_Her_Light_007.fits,61160.90355625,1423151539678144128,10329.762646484374,13381.517919921876
proc_V842_Her_Light_007.fits,61160.90355625,1424430890176709632,8058.42619140625,11113.402177734375
proc_V842_Her_Light_007.fits,61160.90355625,1427711588059593216,8398.052861328126,9003.183408203126
proc_V842_Her_Light_007.fits,61160.90355625,1399897689088328320,9432.588437500002,13053.918906249999
proc_V842_Her_Light_007.fits,61160.90355625,1400484003663839488,8292.447431640627,11298.25748046875
proc_V842_Her_Light_007.fits,61160.90355625,1403661974521833728,9336.790039062502,11017.717412109376
proc_V842_Her_Light_007.fits,61160.90355625,1400460570322839680,9329.648876953126,12773.03608398437
proc_V842_Her_Light_007.fits,61160.90355625,1403003500199333632,11045.444130859374,13143.601806640623
proc_V842_Her_Light_007.fits,61160.90355625,1423296773996810752,10896.150810546873,13675.791914062504
proc_V842_Her_Light_007.fits,61160.90355625,1403222547827737472,8517.3578125,11427.254648437498
proc_V842_Her_Light_007.fits,61160.90355625,1424450436572028288,7345.607421875003,9408.733623046874
proc_V842_Her_Light_007.fits,61160.90355625,1402970205613203456,9218.058291015623,10381.379912109376
proc_V842_Her_Light_007.fits,61160.90355625,1403777629400548736,7101.732695312499,10445.624121093753
proc_V842_Her_Light_007.fits,61160.90355625,1403001958307211136,9102.743935546876,11634.037431640629
proc_V842_Her_Light_007.fits,61160.90355625,1424532625065775616,8701.133310546875,10661.68423828125
proc_V842_Her_Light_007.fits,61160.90355625,1403401970085012608,8598.041923828127,10396.532783203127
proc_V842_Her_Light_007.fits,61160.90355625,1427645999615519104,8951.750166015625,10785.336552734372
proc_V842_Her_Light_007.fits,61160.90355625,1400573820019974016,7525.492539062501,9724.931328125003
proc_V842_Her_Light_007.fits,61160.90355625,1423194725573213952,9639.109882812501,11738.88947265625
proc_V842_Her_Light_007.fits,61160.90355625,1403549991837900416,7472.448759765624,10408.099599609375
proc_V842_Her_Light_007.fits,61160.90355625,1424314990482951680,7731.295820312502,11137.153310546877
proc_V842_Her_Light_007.fits,61160.90355625,1423430987430258560,8149.031855468749,10925.859697265627
proc_V842_Her_Light_007.fits,61160.90355625,1403884277732479744,6256.772939453125,9277.11189453125
proc_V842_Her_Light_007.fits,61160.90355625,1400334023406490624,6617.352177734375,9472.900234375002
proc_V842_Her_Light_007.fits,61160.90355625,1403886103095022848,7713.337499999999,9270.345722656255
proc_V842_Her_Light_007.fits,61160.90355625,1423487745422371200,8216.509873046874,10540.233789062502
proc_V842_Her_Light_007.fits,61160.90355625,1403212686582731008,8938.5012890625,11881.795449218747
proc_V842_Her_Light_007.fits,61160.90355625,1403056246693731712,6383.038330078126,8702.675898437501
proc_V842_Her_Light_007.fits,61160.90355625,1403658156294283648,8347.305234375,10866.23596679687
proc_V842_Her_Light_007.fits,61160.90355625,1403775391721594624,7376.562001953126,8632.765039062502
proc_V842_Her_Light_007.fits,61160.90355625,1400155490205311104,7371.053623046874,8679.484960937501
proc_V842_Her_Light_007.fits,61160.90355625,1423458745803201792,8512.754599609376,11013.077695312504
proc_V842_Her_Light_007.fits,61160.90355625,1404173655449016448,7293.751298828125,9136.9033203125
proc_V842_Her_Light_007.fits,61160.90355625,1403807281854741248,6766.98921875,8566.354648437506
