frame,mjd,source_id,psf_flux
proc_V842_Her_Light_001.fits,61160.8951534838,1400318321006406656,8595.008177577047
proc_V842_Her_Light_001.fits,61160.8951534838,1402946982725737728,1856.52151892403
proc_V842_Her_Light_001.fits,61160.8951534838,1400364126833188352,5337.979085757596
proc_V842_Her_Light_001.fits,61160.8951534838,1424471125430422016,7107.128455423554
proc_V842_Her_Light_001.fits,61160.8951534838,1402990550874054144,1299.9512636150416
proc_V842_Her_Light_001.fits,61160.8951534838,1423638137997478400,7200.767175252697
proc_V842_Her_Light_001.fits,61160.8951534838,1423182772680344320,6545.106527177967
proc_V842_Her_Light_001.fits,61160.8951534838,1424342070252851200,246837.75116865546
proc_V842_Her_Light_001.fits,61160.8951534838,1424277744526838272,248971.63983751868
proc_V842_Her_Light_001.fits,61160.8951534838,1400598803846235136,269595.5534269679
proc_V842_Her_Light_001.fits,61160.8951534838,1423196619654946944,46930.03452597331
proc_V842_Her_Light_001.fits,61160.8951534838,1403675443539643392,156694.86038045984
proc_V842_Her_Light_001.fits,61160.8951534838,1423272520317084160,114081.08203564801
proc_V842_Her_Light_001.fits,61160.8951534838,1423420950090620672,64932.87906005536
proc_V842_Her_Light_001.fits,61160.8951534838,1424482807741418496,44682.20106915591
proc_V842_Her_Light_001.fits,61160.8951534838,1399200396854204672,36238.79611740175
proc_V842_Her_Light_001.fits,61160.8951534838,1403468941511336960,52490.602973797875
proc_V842_Her_Light_001.fits,61160.8951534838,1404464068254772992,25483.76742664723
proc_V842_Her_Light_001.fits,61160.8951534838,1423562649652275456,277276.0485443381
proc_V842_Her_Light_001.fits,61160.8951534838,1403493573147504896,24096.42842365972
proc_V842_Her_Light_001.fits,61160.8951534838,1400163019283469824,16523.875123059574
proc_V842_Her_Light_001.fits,61160.8951534838,1403785635219591168,14636.72121722714
proc_V842_Her_Light_001.fits,61160.8951534838,1400138245913434496,4281.200938368566
proc_V842_Her_Light_001.fits,61160.8951534838,1403901629400693376,13534.070456737745
proc_V842_Her_Light_001.fits,61160.8951534838,1403869816578972160,14947.469315125978
proc_V842_Her_Light_001.fits,61160.8951534838,1403342871335024896,10523.259601650325
proc_V842_Her_Light_001.fits,61160.8951534838,1400519329771326976,12210.706870129703
proc_V842_Her_Light_001.fits,61160.8951534838,1403306209495294720,16401.626188257473
proc_V842_Her_Light_001.fits,61160.8951534838,1403032641553432576,-467.27715724587455
proc_V842_Her_Light_001.fits,61160.8951534838,1403201966344339200,9061.14639519455
proc_V842_Her_Light_001.fits,61160.8951534838,1400032830235584128,2490.050129521304
proc_V842_Her_Light_001.fits,61160.8951534838,1399983008614862080,72926.03306232645
proc_V842_Her_Light_001.fits,61160.8951534838,1400016578079287808,52153.96040159254
proc_V842_Her_Light_001.fits,61160.8951534838,1403559376342746880,542168.0912902473
proc_V842_Her_Light_001.fits,61160.8951534838,1403945751600792320,101285.73612579747
